brand,model,year,mileage,fuel_type,transmission,owner_count,region,price,listing_date,days_to_sale
Porsche,Cayenne,2021,34689,Petrol,Automatic,1,South,59500.0,2026-06-27,41
Toyota,Corolla,2012,107378,Hybrid,Automatic,4,Metro,3650.0,2026-05-01,39
Honda,Accord,2014,84363,Petrol,Automatic,1,West,7500.0,2026-07-23,10
Mercedes-Benz,GLC,2024,3000,Petrol,Automatic,1,West,50500.0,2026-04-21,44
Ford,Escape,2024,3000,Hybrid,Automatic,1,South,28650.0,2026-07-15,93
Tesla,Model S,2015,119445,Electric,Automatic,3,North,13700.0,2026-06-25,13
Subaru,Forester,2020,39311,Petrol,Automatic,2,South,14700.0,2026-06-29,10
Volkswagen,Tiguan,2024,3000,Petrol,Automatic,1,Metro,33850.0,2026-08-08,39
Toyota,RAV4,2020,30175,Hybrid,Automatic,1,East,22100.0,2026-06-26,75
Ford,Explorer,2023,17864,Diesel,Automatic,1,West,34050.0,2026-01-17,48
Toyota,Tacoma,2013,124422,Hybrid,Automatic,3,South,9000.0,2026-07-21,54
Tesla,Model Y,2021,38052,Electric,Automatic,2,Central,29850.0,2026-07-20,33
Toyota,RAV4,2018,112748,Petrol,Automatic,1,South,13400.0,2026-07-29,19
Toyota,RAV4,2017,63144,Petrol,Manual,4,West,10150.0,2026-08-15,55
Porsche,Cayenne,2022,24790,Petrol,Automatic,1,East,67350.0,2025-10-09,19
Mercedes-Benz,E-Class,2021,44351,Electric,Automatic,1,Metro,36600.0,2026-03-15,45
Ford,Explorer,2016,66327,Diesel,Automatic,2,North,8900.0,2026-03-06,25
Mercedes-Benz,GLE,2023,15211,Petrol,Automatic,1,Central,55200.0,2026-04-16,30
Chevrolet,Silverado,2017,77312,Petrol,Automatic,2,Central,13050.0,2026-03-15,49
Honda,Pilot,2020,43277,Petrol,Automatic,3,West,22000.0,2026-02-12,33
Chevrolet,Equinox,2020,77887,Petrol,Automatic,2,North,12850.0,2026-08-13,40
Ford,Escape,2023,20352,Diesel,Automatic,1,North,23250.0,2026-09-05,54
Volkswagen,Golf,2024,3000,Hybrid,Automatic,2,West,27300.0,2026-01-22,13
Honda,CR-V,2017,68278,Petrol,Automatic,2,East,11350.0,2025-09-28,61
Honda,Accord,2012,238509,Petrol,Automatic,3,Central,3500.0,2026-09-15,140
Mazda,Mazda3,2021,18365,Petrol,Automatic,1,Central,17400.0,2026-06-14,14
Tesla,Model Y,2016,116680,Electric,Automatic,3,West,9900.0,2025-10-07,21
Hyundai,Tucson,2022,18276,Diesel,Automatic,1,Metro,23700.0,2025-10-09,23
Toyota,Tacoma,2022,29167,Petrol,Automatic,1,Metro,29100.0,2026-02-15,13
BMW,M3,2021,53420,Hybrid,Automatic,1,South,43000.0,2025-10-17,17
Volkswagen,Passat,2013,521385,Petrol,Automatic,1,Metro,3500.0,2025-11-07,140
Toyota,Camry,2023,14982,Hybrid,Automatic,1,West,28050.0,2026-02-04,27
Nissan,Pathfinder,2020,65776,Petrol,Automatic,1,South,18150.0,2026-03-20,25
Mercedes-Benz,C-Class,2013,123568,Petrol,Automatic,1,East,5650.0,2026-03-11,110
Toyota,RAV4,2023,7754,Petrol,Automatic,1,South,29450.0,2026-07-29,17
Kia,Optima,2024,3000,Petrol,Automatic,1,East,26250.0,2026-04-22,18
Toyota,RAV4,2014,209747,Petrol,Automatic,1,Metro,3600.0,2026-07-22,26
Honda,Civic,2013,155257,Hybrid,Automatic,3,East,3000.0,2025-09-26,98
Hyundai,Santa Fe,2017,175926,Petrol,Automatic,1,South,8300.0,2026-05-23,12
Ford,Mustang,2019,79688,Hybrid,Automatic,1,South,15400.0,2026-04-15,21
Chevrolet,Malibu,2022,17691,Petrol,Automatic,1,Central,19650.0,2025-09-27,18
BMW,M3,2016,71982,Petrol,Automatic,2,Central,16950.0,2026-01-24,16
Mercedes-Benz,C-Class,2020,68865,Diesel,Automatic,3,North,16800.0,2026-02-25,43
Honda,CR-V,2023,9231,Petrol,Manual,1,South,26900.0,2026-09-02,35
Volkswagen,Golf,2016,131008,Diesel,Automatic,3,East,3250.0,2026-06-21,18
Ford,Mustang,2013,130917,Petrol,Automatic,2,East,5050.0,2026-07-29,54
Mercedes-Benz,GLE,2024,3000,Petrol,Automatic,1,North,65900.0,2026-09-09,81
Mercedes-Benz,C-Class,2017,104569,Hybrid,Automatic,2,Central,10150.0,2026-04-25,25
Honda,Pilot,2017,131872,Petrol,Manual,2,East,13300.0,2025-12-07,46
Toyota,Camry,2021,57422,Petrol,Manual,1,South,16800.0,2025-11-09,14
Ford,Explorer,2019,50203,Petrol,Automatic,1,West,19500.0,2026-03-05,23
Ford,Escape,2018,59359,Petrol,Manual,1,South,10850.0,2026-08-10,32
Mercedes-Benz,C-Class,2018,81753,Hybrid,Automatic,2,Metro,14150.0,2026-05-19,71
Honda,Pilot,2020,40483,Hybrid,Manual,1,East,24150.0,2025-11-22,40
BMW,3 Series,2013,119337,Petrol,Manual,2,East,5400.0,2026-08-18,140
Honda,Pilot,2020,42444,Hybrid,Automatic,1,South,23450.0,2025-10-19,27
Hyundai,Sonata,2023,14086,Petrol,Manual,1,South,22500.0,2025-09-27,41
Mercedes-Benz,C-Class,2012,192976,Petrol,Manual,1,Central,5650.0,2026-07-21,140
Ford,Escape,2023,16324,Diesel,Manual,1,North,21350.0,2026-06-28,27
Hyundai,Santa Fe,2022,26762,Hybrid,Automatic,1,East,24950.0,2026-01-03,42
Ford,Escape,2022,46407,Petrol,Automatic,2,East,20050.0,2026-07-29,15
Kia,Optima,2014,104746,Petrol,Automatic,2,East,3000.0,2026-04-22,38
Mazda,Mazda3,2012,233785,Petrol,Automatic,1,Central,3000.0,2025-09-28,140
BMW,X5,2019,53234,Petrol,Automatic,1,Central,26650.0,2026-05-04,10
Toyota,Highlander,2022,20772,Petrol,Automatic,2,West,32150.0,2026-02-27,67
Honda,Accord,2018,124148,Hybrid,Automatic,2,Central,11250.0,2026-06-05,80
Honda,CR-V,2024,3000,Petrol,Manual,1,West,29450.0,2026-03-25,28
Honda,Pilot,2015,107437,Hybrid,Manual,1,West,12800.0,2026-08-26,20
Nissan,Altima,2016,54974,Hybrid,Automatic,2,Metro,6600.0,2026-08-23,35
Hyundai,Tucson,2017,74003,Hybrid,Automatic,1,Metro,9750.0,2025-11-18,35
Ford,Mustang,2022,24270,Petrol,Automatic,1,Central,25600.0,2026-03-10,42
Audi,A6,2015,129511,Petrol,Automatic,2,North,6950.0,2026-07-23,9
Honda,Accord,2017,114299,Petrol,Automatic,2,East,9550.0,2026-03-31,39
Ford,F-150,2015,168488,Electric,Automatic,3,North,4700.0,2026-06-30,26
Ford,Mustang,2014,141359,Petrol,Automatic,4,South,6900.0,2025-10-17,20
Mercedes-Benz,C-Class,2017,90065,Petrol,Automatic,4,South,7000.0,2026-05-03,13
Mercedes-Benz,C-Class,2020,64943,Diesel,Automatic,2,East,19150.0,2025-09-27,13
Tesla,Model X,2024,3000,Electric,Automatic,1,South,90550.0,2026-07-02,10
Toyota,Highlander,2021,28142,Petrol,Automatic,2,East,27000.0,2026-04-16,29
Toyota,Highlander,2014,111550,Hybrid,Manual,1,North,7400.0,2025-11-23,52
Nissan,Sentra,2023,14545,Petrol,Automatic,1,Metro,20550.0,2025-12-12,57
Toyota,Corolla,2023,13319,Petrol,Automatic,1,South,18850.0,2026-06-30,12
Mercedes-Benz,GLE,2022,25843,Petrol,Automatic,1,South,48150.0,2025-09-19,30
Audi,Q5,2014,137573,Petrol,Automatic,3,South,5650.0,2026-01-22,33
Ford,Mustang,2021,44767,Diesel,Automatic,1,Central,18800.0,2026-03-22,56
Kia,Sportage,2019,68768,Petrol,Automatic,3,West,13200.0,2025-11-20,88
Toyota,Tacoma,2014,143952,Hybrid,Automatic,1,West,7950.0,2026-04-07,12
Nissan,Rogue,2024,3000,Petrol,Automatic,1,South,28750.0,2026-05-07,19
Chevrolet,Tahoe,2012,145586,Petrol,Automatic,3,West,6850.0,2026-05-09,52
Volkswagen,Passat,2012,171299,Petrol,Manual,2,North,3500.0,2025-12-24,140
Hyundai,Santa Fe,2021,21871,Petrol,Automatic,1,North,22450.0,2026-01-24,38
Volkswagen,Jetta,2022,21562,Electric,Manual,1,West,16800.0,2025-12-17,13
Toyota,Highlander,2014,155045,Petrol,Manual,4,Metro,8050.0,2025-11-08,40
Tesla,Model X,2024,3000,Electric,Automatic,1,East,99700.0,2026-01-16,36
Toyota,Highlander,2020,47956,Petrol,Automatic,1,Central,23000.0,2026-02-24,22
Audi,Q5,2019,67812,Petrol,Automatic,1,Metro,23200.0,2026-04-03,63
Volkswagen,Passat,2013,155107,Petrol,Automatic,2,North,3500.0,2025-10-23,125
Nissan,Altima,2023,18483,Petrol,Automatic,1,South,21400.0,2026-02-05,39
Subaru,Outback,2016,77836,Petrol,Manual,4,Metro,10000.0,2026-03-11,29
Toyota,Camry,2016,73121,Hybrid,Manual,2,Metro,12200.0,2025-10-15,29
Ford,Explorer,2021,60716,Petrol,Automatic,1,South,24850.0,2026-07-31,13
Hyundai,Sonata,2023,14050,Petrol,Manual,1,East,21600.0,2026-09-06,11
Toyota,Camry,2012,175866,Petrol,Automatic,2,West,5250.0,2026-03-10,21
Mercedes-Benz,GLE,2020,59283,Petrol,Automatic,1,North,28550.0,2025-11-05,41
Toyota,Camry,2020,38082,Hybrid,Manual,1,Central,16050.0,2026-09-05,23
Mercedes-Benz,GLC,2024,3000,Hybrid,Automatic,1,West,55200.0,2026-09-08,62
Mercedes-Benz,C-Class,2022,27515,Hybrid,Automatic,1,East,34950.0,2026-03-10,25
BMW,5 Series,2019,76922,Diesel,Automatic,1,North,20400.0,2026-08-20,47
Nissan,Pathfinder,2015,111259,Petrol,Automatic,2,North,6000.0,2025-11-08,41
Volkswagen,Golf,2023,16655,Hybrid,Automatic,1,West,23950.0,2026-07-26,10
BMW,3 Series,2015,113320,Petrol,Automatic,2,Central,6300.0,2026-08-24,29
Nissan,Rogue,2019,79561,Petrol,Automatic,1,North,10700.0,2025-09-25,25
Nissan,Rogue,2016,108403,Petrol,Automatic,2,Central,6150.0,2026-03-10,39
Mercedes-Benz,GLE,2015,123238,Petrol,Automatic,1,East,7900.0,2026-09-04,28
Hyundai,Elantra,2022,30070,Hybrid,Manual,1,East,17350.0,2026-03-08,66
Mercedes-Benz,E-Class,2021,32281,Hybrid,Automatic,2,South,33700.0,2025-11-29,44
Ford,Explorer,2017,85297,Petrol,Automatic,1,South,9550.0,2026-03-20,8
Toyota,Camry,2023,10676,Petrol,Manual,1,West,23650.0,2026-05-21,48
Chevrolet,Malibu,2015,121528,Petrol,Automatic,2,South,3700.0,2025-09-21,96
Toyota,Tacoma,2024,3000,Hybrid,Automatic,1,North,34750.0,2026-01-07,9
Audi,A6,2019,73517,Hybrid,Automatic,1,West,23300.0,2026-07-10,17
Honda,Pilot,2015,101669,Diesel,Automatic,2,East,9550.0,2026-05-10,41
Tesla,Model X,2015,67681,Electric,Automatic,1,Metro,19150.0,2025-11-24,47
Toyota,Highlander,2020,32356,Petrol,Automatic,1,Central,26350.0,2026-03-04,31
Toyota,Corolla,2012,194729,Hybrid,Automatic,3,North,2650.0,2026-04-05,140
Ford,Explorer,2017,118159,Petrol,Automatic,4,North,11050.0,2025-11-28,30
Honda,Civic,2023,7422,Petrol,Automatic,1,Metro,21650.0,2026-06-01,17
Audi,Q5,2023,10106,Petrol,Automatic,1,East,39900.0,2026-07-22,28
BMW,5 Series,2022,11013,Hybrid,Automatic,1,North,44650.0,2025-11-28,49
Nissan,Rogue,2020,56168,Petrol,Automatic,1,North,14350.0,2025-09-25,28
Toyota,Camry,2015,124770,Petrol,Automatic,2,Metro,7250.0,2025-10-07,13
Hyundai,Sonata,2022,35301,Petrol,Manual,1,East,17850.0,2026-02-25,25
Chevrolet,Malibu,2019,61466,Petrol,Automatic,2,South,10400.0,2026-02-09,30
Honda,Pilot,2012,200798,Petrol,Automatic,3,Metro,7000.0,2026-07-06,97
Mercedes-Benz,C-Class,2021,52783,Petrol,Automatic,2,Central,24900.0,2026-07-18,6
Audi,Q7,2023,8730,Diesel,Automatic,1,North,52450.0,2026-03-02,27
Honda,CR-V,2014,88758,Hybrid,Automatic,2,Central,8000.0,2025-12-28,42
Audi,Q7,2023,13910,Petrol,Automatic,1,Metro,56550.0,2026-09-01,34
Toyota,Corolla,2024,3000,Petrol,Automatic,1,Metro,22700.0,2026-06-04,35
Ford,Explorer,2024,3000,Hybrid,Automatic,1,North,38450.0,2026-01-11,22
Porsche,Macan,2019,92558,Petrol,Automatic,3,North,33450.0,2026-05-31,22
Honda,CR-V,2024,3000,Petrol,Automatic,1,East,30100.0,2026-06-09,28
Mercedes-Benz,E-Class,2017,78598,Petrol,Automatic,2,West,16200.0,2026-05-08,70
Hyundai,Santa Fe,2024,3000,Petrol,Automatic,1,South,31350.0,2026-02-13,9
Hyundai,Elantra,2015,103687,Hybrid,Automatic,2,South,4950.0,2026-01-31,34
Toyota,RAV4,2021,32704,Petrol,Automatic,1,North,21750.0,2026-06-03,19
Mercedes-Benz,GLC,2024,3000,Hybrid,Automatic,1,West,56150.0,2025-09-28,18
Toyota,RAV4,2024,3000,Petrol,Automatic,1,South,30200.0,2026-03-23,21
Porsche,911,2024,3000,Petrol,Automatic,1,North,116700.0,2025-10-21,34
Honda,Accord,2023,16489,Petrol,Automatic,1,West,26000.0,2026-06-06,12
Hyundai,Elantra,2024,3000,Petrol,Automatic,1,Metro,24000.0,2026-04-20,20
Tesla,Model X,2020,73230,Electric,Automatic,1,South,55400.0,2026-06-06,67
Honda,Civic,2019,109894,Hybrid,Automatic,1,North,11250.0,2026-03-04,20
BMW,5 Series,2012,227001,Petrol,Manual,4,North,6950.0,2025-12-26,140
Honda,CR-V,2021,55946,Petrol,Automatic,1,East,19750.0,2026-08-26,55
Honda,Civic,2023,10242,Hybrid,Automatic,1,North,22550.0,2026-07-06,19
Porsche,Panamera,2024,3000,Petrol,Automatic,1,West,105600.0,2026-06-13,28
Ford,F-150,2014,93677,Petrol,Automatic,1,East,7300.0,2026-01-14,33
Volkswagen,Tiguan,2020,66177,Petrol,Automatic,1,West,15750.0,2026-07-22,31
Mercedes-Benz,GLC,2023,15690,Petrol,Automatic,1,West,45200.0,2025-10-26,24
Honda,Pilot,2016,68619,Hybrid,Automatic,1,Central,13300.0,2026-05-08,73
Porsche,Macan,2019,74314,Petrol,Automatic,1,North,36650.0,2026-08-06,24
Mercedes-Benz,E-Class,2016,80060,Petrol,Automatic,3,North,10150.0,2026-02-01,58
Toyota,Corolla,2018,73212,Petrol,Automatic,2,South,9800.0,2026-06-22,60
Toyota,Highlander,2024,3000,Hybrid,Automatic,2,West,41150.0,2025-12-22,26
Hyundai,Sonata,2021,25435,Hybrid,Manual,1,West,17100.0,2026-06-30,11
Hyundai,Santa Fe,2022,13617,Petrol,Automatic,1,West,22950.0,2025-11-29,6
Mercedes-Benz,GLE,2023,13229,Electric,Automatic,1,South,59450.0,2026-03-01,27
Chevrolet,Malibu,2020,48478,Electric,Automatic,2,West,12700.0,2026-09-01,16
Chevrolet,Silverado,2023,18685,Petrol,Manual,2,South,30450.0,2026-08-29,25
Mazda,Mazda3,2022,19142,Petrol,Automatic,2,North,18400.0,2025-12-18,8
Tesla,Model 3,2017,91666,Electric,Automatic,1,West,14150.0,2025-11-26,98
Hyundai,Tucson,2017,88773,Petrol,Automatic,3,South,9650.0,2025-12-21,35
Toyota,RAV4,2020,40199,Petrol,Manual,1,East,17250.0,2025-09-25,18
Volkswagen,Tiguan,2022,16006,Petrol,Automatic,1,Central,21250.0,2026-08-09,21
Mercedes-Benz,E-Class,2018,81188,Diesel,Manual,3,South,17400.0,2026-08-31,38
Mazda,CX-9,2019,67316,Petrol,Manual,1,South,18200.0,2026-08-22,48
Kia,Sportage,2022,19320,Petrol,Automatic,1,West,22050.0,2025-09-19,50
Honda,Civic,2017,118216,Petrol,Automatic,1,Metro,6950.0,2026-07-01,13
BMW,M3,2020,55373,Petrol,Automatic,3,South,31000.0,2025-10-24,5
Nissan,Pathfinder,2016,103224,Petrol,Automatic,2,North,6400.0,2026-03-03,8
Toyota,Highlander,2021,33466,Petrol,Automatic,2,North,27050.0,2026-05-29,25
Ford,F-150,2015,146297,Diesel,Manual,1,Central,4550.0,2026-02-25,48
Nissan,Pathfinder,2020,49803,Petrol,Manual,1,West,17200.0,2026-06-26,16
Audi,A6,2024,3000,Hybrid,Automatic,1,Central,59200.0,2026-07-05,19
Toyota,Highlander,2013,131149,Diesel,Manual,1,East,5550.0,2026-02-28,43
Toyota,Tacoma,2024,3068,Hybrid,Automatic,1,South,34750.0,2026-05-29,22
Mercedes-Benz,C-Class,2019,77333,Hybrid,Manual,1,North,17450.0,2026-07-09,41
Ford,Explorer,2022,29192,Hybrid,Automatic,1,East,27850.0,2026-06-12,10
BMW,3 Series,2021,36400,Petrol,Automatic,1,East,27500.0,2025-10-07,30
Honda,Accord,2021,23726,Petrol,Automatic,2,Central,18000.0,2026-05-16,7
Subaru,Forester,2018,133671,Petrol,Automatic,1,West,10250.0,2025-10-30,8
Toyota,Tacoma,2014,121557,Petrol,Automatic,1,East,9200.0,2025-10-13,125
Kia,Optima,2015,108590,Petrol,Automatic,4,South,4850.0,2025-11-24,29
Volkswagen,Tiguan,2023,13449,Petrol,Automatic,1,Metro,28200.0,2025-10-18,12
Volkswagen,Jetta,2012,57413,Petrol,Automatic,3,North,3450.0,2026-09-08,48
Kia,Forte,2017,71251,Petrol,Automatic,1,East,7050.0,2025-12-13,37
Hyundai,Santa Fe,2014,90086,Diesel,Automatic,2,West,5650.0,2026-08-11,8
Mercedes-Benz,C-Class,2018,79519,Hybrid,Automatic,1,Metro,18900.0,2026-04-17,63
Volkswagen,Passat,2014,85897,Petrol,Automatic,1,Metro,5350.0,2026-02-12,53
Kia,Sportage,2015,181436,Petrol,Automatic,2,North,4500.0,2025-10-28,49
Hyundai,Elantra,2016,113660,Hybrid,Automatic,2,Central,4750.0,2026-08-19,19
Toyota,Corolla,2024,3000,Hybrid,Automatic,1,Metro,23450.0,2026-02-24,31
Tesla,Model X,2022,22909,Electric,Automatic,1,Central,64900.0,2026-03-06,50
Ford,Escape,2014,161020,Petrol,Automatic,2,South,3350.0,2026-09-03,31
Toyota,Tacoma,2023,9010,Hybrid,Automatic,1,East,31100.0,2026-08-25,48
Tesla,Model 3,2019,82880,Electric,Automatic,3,South,14900.0,2025-10-06,44
BMW,X3,2024,3000,Electric,Manual,1,West,46350.0,2025-12-17,24
Tesla,Model 3,2024,3000,Electric,Automatic,1,Central,41300.0,2025-10-22,50
Ford,Mustang,2024,3000,Petrol,Automatic,1,East,35800.0,2025-11-15,26
Honda,CR-V,2022,28477,Petrol,Manual,1,South,22350.0,2025-11-17,18
Audi,Q7,2017,146301,Petrol,Automatic,3,East,16150.0,2026-04-19,24
Honda,Pilot,2023,5779,Petrol,Automatic,1,South,35600.0,2026-08-06,12
Ford,Explorer,2024,3000,Petrol,Automatic,1,West,41200.0,2026-07-24,16
Mercedes-Benz,GLE,2018,76613,Electric,Automatic,2,South,23250.0,2026-06-27,17
Porsche,Panamera,2022,34640,Petrol,Automatic,1,South,84000.0,2026-01-11,39
Chevrolet,Equinox,2022,28258,Petrol,Automatic,1,West,21600.0,2026-02-26,13
Toyota,RAV4,2018,110831,Hybrid,Automatic,2,East,14650.0,2026-07-26,34
Audi,A6,2013,218204,Petrol,Automatic,1,East,6950.0,2026-01-29,140
Toyota,Corolla,2018,72651,Petrol,Automatic,2,South,8900.0,2026-04-08,32
Chevrolet,Silverado,2021,71269,Petrol,Automatic,1,East,23350.0,2025-11-03,9
Kia,Telluride,2023,21995,Petrol,Automatic,1,Metro,36200.0,2026-07-11,43
Mercedes-Benz,GLC,2020,74172,Petrol,Automatic,2,South,22000.0,2025-12-05,52
Mercedes-Benz,C-Class,2018,71791,Petrol,Automatic,2,Metro,14100.0,2026-05-10,22
Porsche,Cayenne,2023,14699,Petrol,Automatic,1,South,75250.0,2026-06-17,55
Hyundai,Elantra,2020,42974,Petrol,Automatic,1,East,11550.0,2026-05-23,67
Mercedes-Benz,E-Class,2015,87812,Petrol,Automatic,1,Metro,9700.0,2026-05-23,49
Hyundai,Tucson,2018,68669,Petrol,Automatic,2,North,10650.0,2025-11-14,26
Audi,Q5,2023,10271,Petrol,Automatic,1,North,37000.0,2025-12-03,44
Mercedes-Benz,GLC,2015,94125,Petrol,Automatic,1,West,11650.0,2026-05-29,140
Porsche,Panamera,2022,21068,Petrol,Automatic,1,West,85150.0,2025-10-22,75
Kia,Optima,2021,44502,Hybrid,Automatic,2,South,15600.0,2026-07-10,27
Subaru,Forester,2024,3753,Petrol,Automatic,1,Metro,29700.0,2025-11-23,14
Tesla,Model Y,2022,33057,Electric,Automatic,1,Metro,38800.0,2026-06-01,30
Ford,F-150,2021,30487,Petrol,Automatic,2,Metro,24550.0,2025-12-12,29
Subaru,Crosstrek,2017,67399,Petrol,Automatic,2,Metro,11350.0,2026-04-29,23
Nissan,Pathfinder,2016,84165,Petrol,Automatic,2,Metro,7450.0,2026-07-28,33
Toyota,Camry,2013,234674,Hybrid,Automatic,2,Central,3250.0,2026-03-08,140
Toyota,Tacoma,2013,140143,Hybrid,Automatic,3,Metro,6550.0,2025-11-17,39
Honda,Pilot,2020,55527,Hybrid,Automatic,2,East,24650.0,2025-10-09,47
Honda,CR-V,2016,91574,Petrol,Automatic,1,West,9050.0,2025-11-28,18
Hyundai,Elantra,2022,45743,Hybrid,Automatic,1,South,17100.0,2025-10-13,41
Ford,F-150,2019,80255,Hybrid,Manual,1,South,16650.0,2025-12-28,14
Audi,Q7,2019,46563,Diesel,Automatic,1,Metro,28850.0,2026-07-09,19
Volkswagen,Tiguan,2023,22260,Diesel,Manual,1,West,23550.0,2025-10-27,20
Toyota,Corolla,2019,70308,Petrol,Automatic,2,South,12050.0,2026-03-19,30
Honda,CR-V,2016,271618,Petrol,Automatic,2,Central,3700.0,2026-05-27,65
Toyota,Tacoma,2022,31990,Hybrid,Automatic,1,South,26600.0,2026-07-10,20
Nissan,Pathfinder,2013,125986,Petrol,Manual,2,South,4450.0,2026-01-02,74
BMW,X5,2019,74888,Petrol,Automatic,1,South,24650.0,2026-07-26,4
Porsche,Panamera,2013,205340,Petrol,Manual,2,West,27900.0,2025-10-13,56
Nissan,Rogue,2021,26221,Electric,Automatic,3,East,17100.0,2026-08-07,9
Honda,Accord,2020,90965,Hybrid,Automatic,1,South,17050.0,2026-08-30,30
Honda,Pilot,2020,39648,Petrol,Automatic,1,North,23150.0,2026-05-12,30
Tesla,Model Y,2022,21874,Electric,Automatic,1,North,35750.0,2025-12-22,33
Ford,Mustang,2015,127624,Hybrid,Automatic,2,North,4450.0,2025-10-01,4
Ford,Mustang,2023,13979,Petrol,Automatic,2,Metro,31250.0,2026-01-29,21
Mercedes-Benz,E-Class,2023,15449,Petrol,Manual,2,South,43150.0,2025-10-18,10
Toyota,Camry,2022,26604,Diesel,Automatic,2,South,20200.0,2025-11-23,26
Audi,Q5,2016,118917,Petrol,Automatic,2,West,9600.0,2026-09-04,67
Audi,Q7,2012,153739,Petrol,Automatic,2,North,7450.0,2025-09-30,121
Hyundai,Sonata,2023,9301,Hybrid,Automatic,1,West,25700.0,2026-01-22,37
Hyundai,Tucson,2020,92328,Petrol,Automatic,2,Central,13300.0,2026-04-05,15
Volkswagen,Passat,2023,9490,Petrol,Automatic,1,East,27150.0,2025-10-13,38
Ford,Escape,2013,178186,Electric,Automatic,1,South,3350.0,2025-11-09,34
Chevrolet,Silverado,2021,53969,Hybrid,Automatic,1,South,25750.0,2026-08-29,23
Honda,Pilot,2018,82495,Hybrid,Manual,1,East,18550.0,2025-09-19,14
Kia,Optima,2023,19717,Hybrid,Automatic,1,West,23400.0,2026-04-15,20
Mercedes-Benz,E-Class,2020,25684,Diesel,Automatic,2,West,32850.0,2026-04-02,29
Nissan,Rogue,2015,106660,Petrol,Manual,2,Central,5500.0,2025-12-06,66
Toyota,RAV4,2017,112516,Hybrid,Automatic,4,Metro,12300.0,2026-05-28,11
Toyota,RAV4,2012,100608,Hybrid,Automatic,2,North,4450.0,2026-06-30,52
Honda,Accord,2015,90781,Hybrid,Automatic,1,North,7550.0,2026-01-01,35
Mercedes-Benz,GLC,2023,10053,Petrol,Automatic,1,Central,41700.0,2025-11-12,41
Ford,Explorer,2024,3000,Hybrid,Automatic,1,North,39250.0,2026-02-13,16
Audi,A6,2023,13961,Petrol,Automatic,1,Central,46550.0,2025-10-30,6
Ford,F-150,2017,125892,Hybrid,Automatic,2,Metro,13400.0,2025-11-14,18
Toyota,Tacoma,2020,69493,Hybrid,Manual,2,South,18850.0,2025-10-10,24
Subaru,Outback,2023,9596,Hybrid,Automatic,2,East,29350.0,2026-03-30,20
BMW,5 Series,2018,72610,Petrol,Automatic,2,East,16850.0,2025-12-24,58
Chevrolet,Equinox,2024,3000,Petrol,Automatic,1,West,30000.0,2025-09-30,22
Ford,F-150,2021,35250,Hybrid,Automatic,2,North,24200.0,2025-11-11,26
BMW,5 Series,2018,78027,Petrol,Automatic,1,North,19600.0,2026-05-11,41
BMW,M3,2021,40669,Petrol,Automatic,2,West,48200.0,2025-12-21,32
Honda,Accord,2023,14615,Petrol,Automatic,1,West,27300.0,2025-10-11,18
Kia,Sportage,2020,55951,Petrol,Manual,1,South,14500.0,2026-07-25,13
Volkswagen,Golf,2021,35290,Petrol,Manual,1,East,15900.0,2026-07-22,25
BMW,3 Series,2020,52814,Petrol,Automatic,3,West,17800.0,2026-08-11,27
Mazda,CX-5,2023,4559,Petrol,Manual,1,Metro,27150.0,2026-04-05,33
Tesla,Model 3,2019,51594,Electric,Automatic,1,West,19650.0,2026-03-07,84
Mercedes-Benz,C-Class,2016,99247,Petrol,Manual,4,North,8400.0,2026-06-06,42
Mercedes-Benz,GLC,2024,3932,Petrol,Automatic,1,South,49750.0,2026-02-16,16
Ford,Escape,2014,95333,Petrol,Manual,2,East,3700.0,2025-11-09,25
Mercedes-Benz,E-Class,2019,98974,Hybrid,Automatic,2,South,20400.0,2025-09-29,52
Toyota,Tacoma,2020,40965,Hybrid,Manual,1,Central,22650.0,2026-01-29,55
Nissan,Rogue,2016,123528,Petrol,Automatic,2,West,7100.0,2025-12-19,67
Tesla,Model X,2018,98329,Electric,Automatic,3,Central,32600.0,2026-02-05,10
Honda,Accord,2024,3675,Hybrid,Manual,2,Metro,30400.0,2026-08-24,3
Audi,A4,2018,82771,Hybrid,Automatic,2,Central,12350.0,2026-05-10,53
BMW,M3,2014,95499,Hybrid,Automatic,2,West,9350.0,2025-12-23,11
Mercedes-Benz,GLC,2022,19470,Hybrid,Automatic,1,West,36350.0,2026-06-22,19
Ford,F-150,2021,53548,Petrol,Automatic,1,South,26650.0,2026-05-27,37
Honda,CR-V,2022,30179,Petrol,Automatic,1,West,25400.0,2026-05-30,16
Chevrolet,Equinox,2017,60318,Petrol,Automatic,1,West,10250.0,2026-01-28,18
Hyundai,Tucson,2019,92040,Diesel,Manual,1,Metro,11950.0,2025-11-07,27
Mercedes-Benz,E-Class,2022,21569,Petrol,Automatic,1,Metro,53500.0,2026-07-29,25
BMW,5 Series,2019,93283,Hybrid,Automatic,1,East,24900.0,2025-09-26,90
Honda,Civic,2017,115724,Diesel,Automatic,1,North,8600.0,2026-01-02,48
Ford,Explorer,2023,7914,Petrol,Automatic,1,West,34200.0,2026-02-12,32
BMW,3 Series,2023,12707,Petrol,Automatic,1,East,35450.0,2026-01-21,15
Toyota,RAV4,2019,58891,Hybrid,Manual,1,East,15950.0,2026-06-18,26
Honda,Accord,2022,35266,Petrol,Manual,1,Metro,22500.0,2025-12-08,6
